ph,hardness,solids,chloramines,sulfate,conductivity,organic_carbon,trihalomethanes,turbidity,Potability
7.211769138572377,267.2821191329905,58952.918509352276,1.1661955756172275,217.5049231873794,379.53227798750993,25.156115977836482,122.37563991622031,5.0530449520960925,1
8.385880492782604,125.72953171322236,56887.00270421029,6.720799648244965,401.61672986925385,496.89914587121984,10.719737850194885,106.63202018110098,4.406345885462854,1
6.884086377331601,193.14785565932124,52455.68230783942,0.35342806690344863,344.6444267767698,432.61345044419465,17.44846271980186,95.01825872718678,5.395004437277782,1
6.681013462510332,77.42008262491954,6695.066299022925,6.188687750643708,461.50130045473634,422.7638737263588,15.300943445043966,4.1727660346467275,3.824318328216341,1
7.664214753584888,140.32271941515225,37389.12672088031,6.36004075628161,227.00041544234233,362.7901131627582,14.12442684528446,54.731588324120324,4.1079522633646,1
6.947418591320027,148.3517657923933,27269.715135098922,4.939831668837678,450.09046211188473,440.97661612847276,22.207592550338287,109.96248159450319,2.339822459481801,1
8.352904095077534,67.75365801284842,58885.530261378124,7.680459457921353,425.9449822385353,482.155800626227,19.51548649722948,60.762964712148744,2.5476278491739435,0
7.1224766309499135,95.03496334244495,59282.061868349185,9.089865573746645,150.5923592419221,227.51062164402984,20.996020508449003,13.290384206092076,1.8631296753982456,1
6.887840206171065,248.20436436700237,5652.079280190194,4.427844825530756,180.92132740184115,568.0766628805236,9.825404138130327,82.25183391643705,4.424952143256604,1
8.463169891478945,106.27805020205352,1283.7909815883716,12.879554830019522,371.8103057538658,615.242200786,2.264629849882783,86.24411172990493,3.6376079352239827,1
7.9856118737807416,136.65748678162913,16090.998193197462,12.940381231795849,190.19701229323692,271.7524098856512,24.238308551012285,53.01363906732208,3.8900347356801914,0
6.240256186519222,258.58647485592417,8672.390295498095,9.67589994174501,453.4552944744522,450.4620490259757,26.14793468975414,5.432224169077324,3.664097587398577,0
7.331618497534675,218.81377014896543,58543.696577531184,2.6247863767520734,377.30979709465714,406.06615260608294,15.231634979456764,46.27852825523984,5.312862666751482,1
8.302318121940468,91.33951547385232,54410.82635465376,12.024187372480108,475.2999633975325,253.40527963984528,19.258768949901715,71.42366808016511,4.147662457406313,1
8.39779523209516,147.66644809736232,15990.510388347855,3.5558329295418427,156.74398168235976,720.0113648760715,22.276535528873097,38.03623400304527,3.3465437032241505,0
7.3818815453163715,162.55798265649167,57855.88356988944,1.811925381220974,166.79723182957028,567.8126898287084,4.430013950287042,79.62626768915794,6.0763737089354155,1
8.105810740616697,320.0807579017624,12530.53788899463,3.9830973617412964,400.2858685401465,384.8573634989639,3.3144280265274104,105.37453799696867,2.5251942567949843,1
7.767107052190869,256.49731660354126,54817.87976969757,12.3971603048362,234.87892621837807,268.8046786616825,23.941511403540748,116.50463668572297,5.070606935590759,0
7.516181979012302,133.6401649194396,4489.139764221604,11.969620478019243,349.99956506024614,691.2886939336016,26.586819361879833,77.43343736839131,2.6953070445059613,0
6.770306920429352,65.09261876948662,37493.90985515122,2.816959703724503,377.09798529170416,687.9514513640248,11.003300660362473,60.518751146740726,4.294049467834118,0
7.599372365351941,160.0346613348012,56227.83505322666,9.415061183008351,349.9463400094098,604.1195485274266,18.525806201509514,85.50904666917418,4.175586566496132,0
6.464175725393795,299.48602701678794,57317.71452766956,0.9320893118243403,304.20485203300655,452.2925291495245,12.767198355011715,119.60767613341646,5.00225661186557,0
6.3026738835339495,311.3093314397561,52172.46553178539,7.353973165989204,273.0824700216447,613.5730139141344,10.713055100614959,5.3084599325268655,2.0697276693506512,0
7.62367310378952,319.19325441754944,58148.368049897705,8.067328080083085,258.2640619262186,391.9679453703516,18.063975698066603,0.8251083835234786,5.983070283453268,0
7.7665971816246655,229.8759138730967,47524.891747022906,7.9606457178673145,251.0219842211381,307.37626641707567,7.118051806616729,85.11747895286838,5.54288099804361,1
7.033356927549606,201.98624727651173,11456.74858457268,7.059802906220157,152.3802978263806,415.7834393684001,5.641563112945985,67.22738675035608,2.2184792180556423,1
7.926449334421278,273.8929863345913,42112.81786136479,2.452096881944547,324.64032292733054,552.0747932358533,19.567520543734297,70.13019786153806,6.308174689999292,0
7.2945849058022585,284.7795848430441,46231.416535183525,6.493060913653721,463.2256096334416,752.0706924839496,11.752320472525486,33.59043580762538,6.521005534047965,1
6.589182405752353,133.01580088447628,16409.02284149197,10.79981673995257,267.060627103793,337.07832924616923,18.22626197994857,117.90465066248272,6.647006564372707,0
7.5219127207888405,275.77847573785033,33185.58749499254,11.695956709636388,227.60045136017573,694.8524840827794,17.123840453542112,21.560149037083068,2.5047490346088708,0
7.737909014066009,194.51606226833508,54289.07864218251,9.247130996998807,436.9056382029947,648.101415116062,6.663244838033595,5.901089260079026,3.690127699244381,0
7.0882722785802175,204.896075429642,8052.1332506016015,9.53580925054924,360.55984129129695,655.4906029637444,11.384301485491317,3.1820723270029236,2.947839629030681,0
8.22842305043784,90.32762943175658,47584.22528541633,6.103728893580488,348.96340516894736,414.6811646951318,21.563352922860712,106.16177274481862,4.777794197268956,0
8.029714257148932,256.5456776866866,45776.05596833368,0.6250871515876676,212.15058218162272,491.61331772141375,21.929198248090938,24.27032022779364,4.752987828442112,0
7.852256850878077,261.19650136349287,17894.813794135287,10.245981440923648,313.49829272586237,376.8445469995024,22.140187889164164,122.51306420955244,5.159276539428013,0
7.767287412295179,126.85033920090684,34145.481592070035,11.296023929588854,228.14228783513056,431.1857476081615,3.4566201212468424,94.47156951847157,2.5218002411556837,1
6.133811874552026,284.2655444997522,39250.4375617247,1.8027416997850505,427.85105961196837,726.5559885766647,5.7222635205889825,107.76173723959076,4.201233373160689,0
7.468128980987617,117.69922660976835,23719.1945564094,7.681649606118741,476.06166639064253,376.19257285885016,17.27349188319525,91.19282987941783,4.3222617503075735,1
8.370827025951936,269.733369197626,43694.159815080246,0.938306199850622,431.19837985242634,391.8929419541377,11.368625992428797,33.432743315860435,2.9658734038254857,1
